"index";"Company";"TypeName";"inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"price";"ppi"
334;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"Intel";" HD Graphics 520";"window";1.85;23923;141
335;"Asus";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"window";2.5;53227;141
336;"HP";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.6;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.48;67559;157
338;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.84;60952;141
339;"Asus";"Notebook";15.6;"medium";768;1366;0;"Intel";" Celeron Dual";1.1;4;"HDD";1024;0;"Intel";" HD Graphics 500";"linux";2.0;14651;100
340;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";1.6;8;"SSD";256;0;"Nvidia";" GeForce 940MX";"window";2.0;60886;141
341;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Celeron Dual";1.6;4;"HDD";500;0;"Intel";" HD Graphics";"linux";2.2;14647;100
342;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"AMD";" A12-Series 9720P";3.6;12;"HDD";2048;0;"AMD";" Radeon 530";"window";2.2;47899;141
343;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.4;8;"HDD";1024;0;"Nvidia";" GeForce 930MX ";"window";2.1;38148;141
344;"Lenovo";"2 in 1 Convertible";13.9;"small";2160;3840;1;"Intel";" Core i7";1.8;16;"SSD";512;0;"Intel";" UHD Graphics 620";"window";1.4;111835;317
345;"Dell";"Ultrabook";13.3;"small";1080;1920;0;"Intel";" Core i7";1.8;8;"SSD";256;0;"Intel";" UHD Graphics 620";"window";1.2;84129;166
346;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;2048;"Nvidia";" GeForce GTX 1050 Ti";"window";2.4;60153;141
347;"HP";"Notebook";14.0;"medium";768;1366;0;"Intel";" Celeron Dual";1.6;2;"FlashStorage";32;0;"Intel";" HD Graphics 400";"window";1.44;14865;112
348;"Dell";"Ultrabook";15.6;"medium";1080;1920;0;"Intel";" Core i7";1.9;16;"SSD";512;256;"Intel";" UHD Graphics 620";"window";1.88;85672;141
349;"Asus";"2 in 1 Convertible";11.6;"small";768;1366;1;"Intel";" Celeron Dual";1.1;4;"FlashStorage";32;0;"Intel";" HD Graphics 500";"window";1.5;19980;135
350;"Dell";"Ultrabook";15.6;"medium";1080;1920;0;"Intel";" Core i5";1.6;8;"HDD";1024;0;"AMD";" Radeon 530";"window";0.0002;35325;141
352;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.84;69477;141
353;"MSI";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"window";2.7;75072;127
354;"HP";"Workstation";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"SSD";256;0;"Nvidia";" Quadro M1200";"window";2.6;92615;141
355;"Toshiba";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.5;16;"SSD";512;0;"Nvidia";" GeForce 930M";"window";2.4;74752;141
356;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";1.8;8;"Hybrid";128;2048;"AMD";" Radeon 530";"window";2.02;51730;141
357;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Celeron Dual";1.1;4;"HDD";1024;0;"Intel";" HD Graphics 500";"N/A";2.2;17156;100
358;"Dell";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"window";2.65;53227;141
359;"Dell";"Notebook";15.6;"medium";768;1366;1;"Intel";" Core i5";2.5;8;"HDD";2048;0;"Intel";" HD Graphics 620";"window";2.36;29697;100
360;"Dell";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.6;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.36;76031;157
361;"HP";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"window";1.86;23390;100
362;"Asus";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";2.0;50350;157
363;"Lenovo";"Notebook";17.3;"large";900;1600;0;"Intel";" Core i5";2.5;6;"Hybrid";128;1024;"Nvidia";" GeForce GTX 940MX";"window";2.8;38308;106
364;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"HDD";1024;0;"Intel";" HD Graphics 620";"window";1.86;34046;141
365;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;8;"SSD";256;0;"Nvidia";" GeForce 920MX ";"N/A";2.2;26587;100
366;"HP";"Notebook";15.6;"medium";768;1366;0;"Intel";" Pentium Quad";1.6;8;"HDD";2048;0;"Intel";" HD Graphics 405";"window";2.04;20726;100
367;"Dell";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i5";1.6;8;"Hybrid";128;1024;"AMD";" Radeon 530";"window";2.8;57809;127
368;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"N/A";2.4;43104;141
369;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"AMD";" Radeon R7 M445";"window";2.33;47899;141
370;"HP";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.36;93240;157
371;"Asus";"2 in 1 Convertible";15.6;"medium";1080;1920;1;"Intel";" Core i7";2.7;12;"Hybrid";512;2048;"Nvidia";" GeForce GT 940MX";"window";2.26;58555;141
372;"Acer";"Notebook";15.6;"medium";768;1366;0;"AMD";" A9-Series 9420";3.0;4;"SSD";128;0;"AMD";" Radeon R5";"window";2.1;22697;100
373;"Asus";"Gaming";17.3;"large";1080;1920;0;"AMD";" Ryzen 1700";3.0;16;"Hybrid";256;1024;"AMD";" Radeon RX 580";"window";3.25;117163;127
374;"Lenovo";"Notebook";17.3;"large";900;1600;0;"AMD";" A8-Series 7410";2.2;4;"SSD";128;0;"AMD";" Radeon R5";"window";2.6;26054;106
375;"Dell";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i7";1.8;8;"SSD";256;0;"Intel";" UHD Graphics 620";"window";1.62;46301;166
376;"HP";"Notebook";15.6;"medium";1080;1920;0;"AMD";" A9-Series 9420";3.0;4;"SSD";256;0;"AMD";" Radeon R5";"window";1.91;26053;141
377;"Lenovo";"Netbook";11.6;"small";768;1366;0;"Intel";" Celeron Quad";1.1;4;"SSD";128;0;"Intel";" HD Graphics 500";"window";1.59;29464;135
378;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Celeron Dual";1.6;4;"HDD";500;0;"Intel";" HD Graphics 400";"window";1.8;16464;100
379;"Asus";"Notebook";14.0;"medium";768;1366;0;"Intel";" Celeron Dual";1.1;4;"FlashStorage";32;0;"Intel";" HD Graphics 500";"window";1.5;15238;112
380;"Acer";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"linux";2.4;45075;141
381;"HP";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"window";3.35;63456;127
382;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.0;4;"SSD";128;0;"Intel";" HD Graphics 520";"N/A";1.85;21498;141
383;"Asus";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"window";2.3;88178;141
384;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce 940MX";"window";1.5;58555;157
385;"Asus";"Ultrabook";13.3;"small";1080;1920;1;"Intel";" Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.1;93181;166
386;"Lenovo";"Ultrabook";14.0;"medium";1440;2560;0;"Intel";" Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.13;121585;210
387;"Lenovo";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i3";2.4;4;"SSD";128;0;"Intel";" HD Graphics 620";"window";1.5;29251;166
388;"Dell";"Workstation";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.6;8;"HDD";500;0;"AMD";" FirePro W5130M";"window";2.23;72940;141
389;"Dell";"Workstation";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Nvidia";" Quadro M1200";"window";2.0;113753;141
390;"Lenovo";"2 in 1 Convertible";14.0;"medium";1440;2560;1;"Intel";" Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.42;133680;210
391;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"window";3.0;55358;127
392;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050 Ti";"window";3.0;84768;127
393;"Acer";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";1.6;12;"HDD";1024;0;"Nvidia";" GeForce MX130";"window";2.2;36976;100
394;"MSI";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050 Ti";"window";2.7;71875;127
395;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"AMD";" Radeon R7 M445";"linux";2.33;41498;141
396;"HP";"Ultrabook";15.6;"medium";1080;1920;0;"AMD";" A9-Series 9420";3.0;4;"SSD";256;0;"AMD";" Radeon 520";"window";1.91;26587;141
397;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";1.8;8;"SSD";256;0;"AMD";" Radeon RX 550";"window";2.1;65511;141
398;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.9;49977;157
399;"Dell";"Workstation";15.6;"medium";2160;3840;1;"Intel";" Core i7";2.8;8;"SSD";256;0;"Nvidia";" Quadro M1200";"window";1.78;144495;282
400;"Lenovo";"Ultrabook";14.0;"medium";1440;2560;0;"Intel";" Core i7";2.7;16;"SSD";1024;0;"Intel";" HD Graphics 620";"window";1.13;139860;210
401;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Celeron Dual";1.1;4;"HDD";1024;0;"Intel";" HD Graphics 500";"window";2.2;16304;100
402;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050";"window";2.9;81465;127
403;"Lenovo";"Notebook";25.6;"large";1080;1920;0;"Intel";" Core i5";1.6;8;"Hybrid";256;1024;"AMD";" Radeon RX 550";"window";2.1;60979;86
404;"Acer";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"linux";2.5;46833;141
405;"MSI";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"window";2.8;119827;127
406;"Asus";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.1;99793;157
407;"Toshiba";"Ultrabook";13.3;"small";1080;1920;0;"Intel";" Core i7";2.5;16;"SSD";512;0;"Intel";" HD Graphics 520";"window";1.2;93080;166
408;"Dell";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"SSD";512;0;"Intel";" HD Graphics";"window";1.36;89510;157
409;"Lenovo";"Notebook";35.6;"large";1080;1920;0;"Intel";" Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"window";2.2;21792;62
410;"Lenovo";"Notebook";11.6;"small";768;1366;0;"Intel";" Celeron Dual";1.1;2;"FlashStorage";32;0;"Intel";" HD Graphics 500";"window";1.15;16221;135
411;"Lenovo";"Workstation";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"SSD";512;0;"Nvidia";" Quadro M1200";"window";2.67;102564;141
412;"Lenovo";"Ultrabook";14.0;"medium";1440;2560;0;"Intel";" Core i7";2.8;8;"SSD";512;0;"Nvidia";" GeForce GT 940MX";"window";1.7;103523;210
413;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"AMD";" Radeon 520";"window";2.1;24988;141
414;"Acer";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i7";2.5;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.6;42038;166
415;"Asus";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.27;49444;166
416;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;4;"SSD";256;0;"AMD";" Radeon R5 M430";"linux";2.3;31909;141
417;"Dell";"Notebook";13.3;"small";768;1366;0;"Intel";" Core i3";2.0;4;"SSD";128;0;"Intel";" HD Graphics 520";"window";1.65;36710;118
418;"HP";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.5;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.43;79920;157
419;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;8;"HDD";1024;0;"Intel";" HD Graphics 620";"window";2.14;28769;100
420;"Lenovo";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";1.8;8;"SSD";256;0;"AMD";" Radeon RX 550";"window";1.75;64755;157
421;"Lenovo";"2 in 1 Convertible";15.6;"medium";2160;3840;1;"Intel";" Core i7";2.8;16;"SSD";512;0;"Nvidia";" GeForce GTX 1050";"window";2.0;101179;282
422;"Chuwi";"Notebook";12.3;"small";1824;2736;0;"Intel";" Celeron Quad";1.1;6;"FlashStorage";64;0;"Intel";" HD Graphics 500";"window";1.4;23923;267
423;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.9;8;"SSD";256;0;"Intel";" HD Graphics 630";"window";2.31;76031;141
424;"Asus";"Notebook";35.6;"large";1080;1920;0;"Intel";" Core i3";2.4;8;"HDD";1024;0;"Nvidia";" GeForce 940MX";"linux";2.3;31808;62
425;"Dell";"Gaming";27.3;"large";1440;2560;0;"Intel";" Core i7";2.9;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"window";4.42;149131;108
426;"Dell";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"window";2.62;61752;141
427;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";1.8;8;"Hybrid";256;2048;"AMD";" Radeon 530";"window";2.02;60867;141
428;"Dell";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"SSD";256;0;"Intel";" HD Graphics 620";"linux";1.6;58555;157
429;"HP";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;12;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"window";3.35;106507;127
430;"Mediacom";"2 in 1 Convertible";11.6;"small";1080;1920;1;"Intel";" Celeron Dual";1.1;4;"SSD";32;0;"Intel";" HD Graphics 500";"window";1.16;15931;190
431;"Samsung";"Netbook";11.6;"small";768;1366;0;"Intel";" Celeron Dual";1.6;4;"FlashStorage";16;0;"Intel";" HD Graphics 400";"other";1.15;14332;135
432;"Lenovo";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.4;53813;166
433;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i3";2.7;4;"SSD";128;0;"Intel";" HD Graphics 620";"window";1.7;31915;157
434;"Lenovo";"Workstation";15.6;"medium";2160;3840;0;"Intel";" Core i7";2.8;16;"SSD";512;0;"Nvidia";" GeForce 940MX";"window";2.3;130270;282
435;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.9;16;"SSD";512;0;"Nvidia";" Quadro M2200M";"window";2.5;130483;141
436;"Asus";"Gaming";17.3;"large";1080;1920;0;"AMD";" Ryzen 1600";3.2;8;"Hybrid";256;1024;"AMD";" Radeon RX 580";"window";3.2;90310;127
437;"HP";"Notebook";15.6;"medium";768;1366;0;"Intel";" Celeron Dual";1.6;4;"HDD";500;0;"Intel";" HD Graphics 400";"window";2.1;18488;100
438;"Google";"Ultrabook";12.3;"small";1600;2400;1;"Intel";" Core i7";1.3;16;"SSD";512;0;"Intel";" HD Graphics 615";"other";1.1;117163;235
439;"Lenovo";"Ultrabook";24.0;"large";1440;2560;0;"Intel";" Core i7";2.7;24;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.32;126913;122
440;"Asus";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;4;"SSD";256;0;"Intel";" HD Graphics 620";"linux";2.0;29784;141
441;"Lenovo";"Notebook";17.3;"large";900;1600;0;"AMD";" A6-Series 9220";2.5;8;"HDD";1024;0;"AMD";" Radeon R4";"window";2.8;27652;106
442;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";1.6;4;"SSD";256;0;"AMD";" Radeon 530";"window";2.2;39907;141
443;"Lenovo";"Ultrabook";12.5;"small";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.36;76137;176
444;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Pentium Quad";1.1;4;"SSD";128;0;"Intel";" HD Graphics 505";"window";2.2;18595;141
445;"HP";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"window";2.2;58555;141
446;"Dell";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.8;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"window";1.64;62817;157
447;"Acer";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"linux";2.4;23539;100
448;"Dell";"Workstation";15.6;"medium";1080;1920;0;"Intel";" Xeon E3-1505M";3.0;8;"HDD";64;1024;"Nvidia";" Quadro M620";"window";2.23;106187;141
449;"MSI";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"window";2.2;54758;141
450;"Microsoft";"Ultrabook";13.5;"small";1504;2256;1;"Intel";" Core i7";2.5;16;"SSD";512;0;"Intel";" Iris Plus Graphics 640";"window";1.25;137942;201
451;"HP";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;8;"SSD";128;0;"Intel";" HD Graphics 620";"window";1.91;31382;100
452;"Dell";"Workstation";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;16;"SSD";256;0;"Nvidia";" Quadro M620";"window";2.17;105228;141
453;"HP";"Workstation";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.9;8;"SSD";512;0;"Intel";" HD Graphics 620";"window";2.31;81732;141
454;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.65;71662;157
455;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";1.8;8;"Hybrid";128;1024;"AMD";" Radeon 530";"window";2.36;52161;141
456;"Dell";"2 in 1 Convertible";11.6;"small";768;1366;1;"Intel";" Pentium Quad";1.6;4;"HDD";500;0;"Intel";" HD Graphics 405";"window";1.47;25521;135
457;"Dell";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i7";2.7;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1060";"window";4.42;109011;127
458;"Microsoft";"Ultrabook";13.5;"small";1504;2256;1;"Intel";" Core M";2.2;4;"SSD";128;0;"Intel";" HD Graphics 615";"window";1.252;52694;201
459;"Microsoft";"Ultrabook";33.5;"large";1504;2256;1;"Intel";" Core i7";2.5;8;"SSD";256;0;"Intel";" Iris Plus Graphics 640";"window";1.25;95851;81
460;"HP";"Notebook";17.3;"large";900;1600;0;"Intel";" Core i3";2.0;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";2.5;34094;106
461;"Acer";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"Nvidia";" GeForce 940MX";"window";2.23;28984;141
462;"Acer";"Netbook";11.6;"small";768;1366;0;"Intel";" Celeron Dual";1.6;4;"SSD";128;0;"Intel";" HD Graphics 400";"window";1.4;23177;135
463;"Asus";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"HDD";1024;0;"Intel";" HD Graphics 620";"window";2.37;39907;141
464;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";512;0;"AMD";" Radeon R7 M460";"N/A";1.5;42571;157
465;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.9;8;"SSD";256;0;"Nvidia";" Quadro M2200M";"window";2.67;111355;141
466;"Asus";"Notebook";15.6;"medium";768;1366;0;"Intel";" Pentium Quad";1.1;4;"HDD";500;0;"Intel";" HD Graphics 500";"window";2.0;16197;100
467;"Acer";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";500;0;"Nvidia";" GeForce GTX 940MX";"window";2.2;24988;100
468;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";1.6;8;"HDD";2048;0;"AMD";" Radeon 530";"window";2.02;40440;141
469;"HP";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;12;"HDD";1024;0;"Nvidia";" GeForce GTX 1060";"window";3.78;90523;127
470;"Lenovo";"Ultrabook";14.0;"medium";1440;2560;0;"Intel";" Core i7";2.6;12;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.4;98994;210
471;"HP";"2 in 1 Convertible";13.3;"small";2160;3840;1;"Intel";" Core i7";1.8;8;"SSD";512;0;"Intel";" UHD Graphics 620";"window";1.29;106507;331
472;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"HDD";500;0;"AMD";" FirePro W4190M ";"window";1.9;61485;141
473;"Google";"Ultrabook";12.3;"small";1600;2400;1;"Intel";" Core i5";1.2;8;"SSD";128;0;"Intel";" HD Graphics 615";"other";1.1;67932;235
474;"Dell";"Ultrabook";13.3;"small";1080;1920;1;"Intel";" Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"window";1.42;98134;166
475;"Asus";"Notebook";15.6;"medium";2160;3840;0;"Intel";" Core i7";2.6;12;"Hybrid";128;1024;"Intel";" HD Graphics 530";"window";2.06;69211;282
476;"Dell";"Notebook";14.0;"medium";768;1366;0;"Intel";" Core i3";2.3;8;"SSD";128;0;"Intel";" HD Graphics 520";"window";1.79;39427;112
478;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";180;0;"Intel";" HD Graphics 620";"window";1.7;72674;157
480;"Toshiba";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.05;89084;166
481;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";1.8;8;"SSD";512;0;"Nvidia";" GeForce 940MX";"window";2.16;67239;141
482;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.4;4;"HDD";1024;0;"Intel";" HD Graphics 620";"window";2.18;31254;100
483;"HP";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i5";1.6;4;"SSD";128;0;"Intel";" UHD Graphics 620";"window";1.49;38681;166
484;"Chuwi";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Atom x5-Z8350";1.4;4;"FlashStorage";64;0;"Intel";" HD Graphics";"window";1.89;13261;141
485;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"SSD";128;0;"Intel";" HD Graphics 520";"window";2.3;30103;100
486;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"window";1.75;55891;157
487;"Dell";"Workstation";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;16;"SSD";512;0;"Nvidia";" Quadro M620";"window";2.17;124569;141
488;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"SSD";512;0;"Nvidia";" GeForce GTX 1050";"window";2.06;101179;141
489;"Lenovo";"Ultrabook";12.5;"small";1080;1920;0;"Intel";" Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.36;95797;176
490;"Asus";"Ultrabook";12.5;"small";1080;1920;0;"Intel";" Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"window";0.91;103896;176
491;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce 940MX";"window";2.3;53919;141
492;"Toshiba";"Ultrabook";13.3;"small";1080;1920;1;"Intel";" Core i7";2.7;32;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.05;149131;166
493;"Asus";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"window";1.99;71928;141
494;"Acer";"Notebook";15.6;"medium";768;1366;0;"AMD";" A10-Series 9620P";2.5;8;"HDD";1024;0;"AMD";" Radeon RX 540";"window";2.2;30849;100
495;"Asus";"Gaming";17.3;"large";1080;1920;1;"Intel";" Core i7";2.6;24;"Hybrid";256;1024;"Nvidia";" GeForce GTX 965M";"window";4.33;67612;127
496;"Lenovo";"Ultrabook";12.5;"small";768;1366;0;"Intel";" Core i5";2.3;8;"SSD";180;0;"Intel";" HD Graphics 520";"window";1.3;58555;125
497;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";1.8;8;"SSD";256;0;"Intel";" UHD Graphics 620";"window";2.17;47893;141
498;"HP";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"SSD";1024;0;"Intel";" HD Graphics 620";"window";1.48;93187;157
499;"Lenovo";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i3";2.4;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.4;50563;166
